County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population,Avg_Rating,Median_Rating,Avg_Price,Rest_Count,Avg_Lat,Avg_Lng,CountyName,State
"Lancaster County, VA",71.76175099,1,4,0,3,23,102,4,2,11148,4.29,4.5,1.935483870967742,50,37.69442570315308,-76.42300314267455,Lancaster County,VA
"Door County, WI",71.69486665,1,2,0,17,41,275,8,2,27896,3.99,4.0,1.9130434782608696,50,45.07458387791203,-87.2514410785688,Door County,WI
"Green County, KY",71.55635063,0,3,0,4,20,47,5,0,11180,3.333333333333333,3.0,1.2857142857142858,9,37.26859105862579,-85.50482560293263,Green County,KY
"Utah County, UT",71.39090871,6,85,67,237,1304,8450,364,20,551891,4.15,4.0,1.4,50,40.2209015083656,-111.64744384452646,Utah County,UT
"Morrow County, OH",71.36128793,2,7,4,12,260,465,23,3,35033,3.7142857142857135,4.0,1.2,21,40.53102220117288,-82.82397032181481,Morrow County,OH
"Union County, PA",71.32190697,1,10,5,16,138,344,9,1,44867,4.023809523809525,4.5,1.2857142857142858,21,40.929248443595625,-77.09821143968327,Union County,PA
"O'Brien County, IA",71.20478496,0,0,0,10,55,70,6,1,14044,3.7875,4.0,1.4666666666666666,40,43.084160981255685,-95.76157008266192,O'Brien County,IA
"Nicholas County, KY",71.03281716,0,1,1,3,24,21,6,0,7039,3.625,3.5,1.0,8,38.14604982916455,-84.57078687176778,Nicholas County,KY
"Platte County, NE",70.75834487,0,7,2,14,87,517,28,2,32505,3.88,4.0,1.393939393939394,50,41.68227501694832,-95.47359944589948,Platte County,NE
"Murray County, MN",70.31524669,0,2,0,4,20,22,2,0,8533,4.05,4.25,1.5714285714285714,10,44.04275966191498,-95.71509498103936,Murray County,MN
"Morris County, NJ",70.28476342,2,31,106,212,1144,3850,205,5,499397,4.22,4.5,1.7551020408163265,50,40.871980839148286,-74.54326019925666,Morris County,NJ
"Lewis County, NY",69.98416148,0,0,2,17,124,263,10,7,27149,3.75,4.0,1.4117647058823528,22,43.80827322339643,-75.48047182650372,Lewis County,NY
"Weston County, WY",69.85191394,0,1,0,4,10,76,5,0,7158,4.07,4.5,1.3548387096774193,50,44.15175980972264,-104.1708684870496,Weston County,WY
"Clatsop County, OR",69.80990227,0,1,11,14,150,601,47,4,37244,4.29,4.5,1.7045454545454546,50,46.02196693387676,-123.89537343056652,Clatsop County,OR
"Hocking County, OH",69.77149834,3,5,6,6,205,501,12,2,28665,3.79,4.0,1.393939393939394,50,39.53915471204065,-82.45081968035785,Hocking County,OH
"Hitchcock County, NE",69.63788301,0,1,0,1,18,4,1,0,2872,3.7916666666666665,3.75,1.4,12,40.23644126840094,-100.77363357126032,Hitchcock County,NE
"Deuel County, SD",69.44444444,2,1,0,0,15,14,4,0,4320,3.5166666666666666,3.5,1.5625,30,44.781667713713425,-96.79959260299181,Deuel County,SD
"Knox County, OH",69.06758757,1,7,8,26,229,980,0,0,60810,3.84,4.0,1.4146341463414631,50,40.40085924741685,-82.46556070397368,Knox County,OH
"Yellow Medicine County, MN",69.01311249,0,0,0,7,11,31,2,1,10143,4.03,4.0,1.5675675675675675,50,44.64643577109726,-95.74680751009691,Yellow Medicine County,MN
"Iroquois County, IL",69.00835001,1,6,1,12,100,289,11,3,28982,3.333333333333333,3.5,1.4615384615384617,15,40.77674662178234,-87.72441508971512,Iroquois County,IL
"Yuma County, CO",68.95872328,2,3,0,2,7,40,3,0,10151,4.03,4.0,1.5806451612903225,50,40.32550508511547,-102.58084329585036,Yuma County,CO
"Lee County, KY",68.87052342,0,2,1,2,17,37,4,0,7260,4.1,4.5,1.5714285714285714,10,37.569973200333955,-83.70901602620201,Lee County,KY
"Schuyler County, MO",68.83891693,0,0,0,3,6,19,1,1,4358,3.4,4.0,2.0,5,40.44171628000002,-92.55252902000704,Schuyler County,MO
"St. Croix County, WI",68.66053765,1,8,3,47,175,1022,48,7,85930,3.64,3.5,1.5,50,44.488305573257506,-91.92523286406116,St. Croix County,WI
"Juniata County, PA",68.6369509,0,6,2,9,79,127,14,1,24768,3.821428571428572,4.25,1.75,14,40.57926756073866,-77.3939539108013,Juniata County,PA
"DeKalb County, IN",68.54657622,1,7,3,18,97,514,28,1,42307,3.77,4.0,1.4358974358974361,50,41.371190577381796,-85.0598258751927,DeKalb County,IN
"Washington County, OH",68.5043223,0,12,4,25,283,564,28,4,61310,3.93,4.0,1.5,50,39.414452256005866,-81.44649010078318,Washington County,OH
"Perkins County, NE",68.46970216,0,2,0,0,4,7,0,0,2921,3.6818181818181817,4.0,1.3043478260869563,33,41.092107188268095,-101.69398611889707,Perkins County,NE
"LaGrange County, IN",68.42825561,1,2,6,17,78,184,15,1,37996,3.9,4.5,1.4666666666666666,30,41.63477744520122,-85.44502074794839,LaGrange County,IN
"Saratoga County, NY",68.34476135,2,18,20,113,542,2479,55,13,223865,4.15,4.0,2.0416666666666665,50,43.071966434353186,-73.79528187179103,Saratoga County,NY
"Davis County, IA",68.25162098,0,0,0,6,8,10,1,0,8791,4.227272727272728,4.5,1.2,11,40.75266924267481,-92.42667976779423,Davis County,IA
"Johnson County, KY",68.23318692,2,3,4,7,77,125,15,1,23449,3.625,4.0,1.4117647058823528,28,37.812510096977476,-82.80278596885995,Johnson County,KY
"Audubon County, IA",68.10829218,0,0,0,4,7,15,1,0,5873,3.1,3.5,1.0,5,41.70955130778326,-94.92718487258327,Audubon County,IA
"Nuckolls County, NE",67.98096533,0,0,0,3,6,15,0,0,4413,4.15,4.5,1.7,20,40.107588890459965,-97.98722450711729,Nuckolls County,NE
"Washington County, MN",67.72018183,2,39,25,101,926,4657,277,36,246603,4.07,4.0,1.9,50,45.01806349537032,-92.85908870622312,Washington County,MN
"Trempealeau County, WI",67.60868095,0,11,2,7,68,221,9,0,29582,3.34375,3.75,1.4,16,44.296339318452574,-91.41141161886878,Trempealeau County,WI
"Adams County, OH",67.60362925,0,3,3,13,234,296,17,2,28105,3.3846153846153846,4.0,1.2222222222222223,13,38.79982614870121,-83.5333426568913,Adams County,OH
"Ascension Parish, LA",67.31181104,0,23,53,1,733,2723,40,2,114393,3.92,4.0,1.7234042553191489,50,30.223750021344646,-90.9283287443237,Ascension Parish,LA
"Moultrie County, IL",67.22237161,0,2,0,8,32,76,2,0,14876,3.3043478260869565,3.0,1.5555555555555556,23,39.59275607527285,-88.66733986442131,Moultrie County,IL
"Hamlin County, SD",67.10283509,0,1,0,3,17,29,2,0,5961,3.93,4.0,1.6,50,44.852877297941724,-97.13727598619172,Hamlin County,SD
"Pendleton County, WV",66.92544505,0,0,0,5,36,13,3,1,7471,4.1,4.25,1.5,10,38.59500284097838,-79.28659038860918,Pendleton County,WV
"Adair County, IA",66.91648822,0,0,0,5,28,39,5,1,7472,4.571428571428571,4.5,1.0,7,41.2962863000482,-94.44291897602123,Adair County,IA
"Jefferson County, ID",66.87969087,0,5,0,13,33,121,11,0,26914,4.21,4.5,1.62,50,43.60014395733228,-111.94829258764469,Jefferson County,ID
"Litchfield County, CT",66.87209775,2,38,19,66,386,1877,103,8,186924,4.11,4.0,2.083333333333333,50,41.759017610643674,-73.17707617123536,Litchfield County,CT
"Somerset County, NJ",66.85118805,2,16,111,93,1028,3254,201,14,330585,4.09,4.0,1.8775510204081636,50,40.57186122124463,-74.59982483367669,Somerset County,NJ
"Tishomingo County, MS",66.5676686,1,4,1,7,48,55,7,1,19529,3.928571428571429,4.0,1.2222222222222223,21,34.78721270222245,-88.20928594863906,Tishomingo County,MS
"Woods County, OK",66.36434023,0,0,0,6,20,83,4,1,9041,4.09,4.0,1.5294117647058822,50,36.55165095074626,-99.02508510607963,Woods County,OK
"Houghton County, MI",66.25258799,0,11,1,12,76,403,10,2,36225,3.75,3.75,1.5,12,46.78366582097496,-88.50416936038721,Houghton County,MI
"Ashland County, OH",65.9842015,0,15,4,16,316,785,18,4,53043,3.73,3.5,1.4390243902439024,50,40.84988487833473,-82.30667320708872,Ashland County,OH
"Marquette County, WI",65.89351608,0,1,1,8,54,154,18,5,15176,3.333333333333333,3.5,1.2777777777777777,27,43.81994091010346,-89.38225666854927,Marquette County,WI
"Osage County, MO",65.75102279,0,1,0,8,59,61,20,0,13688,4.5,5.0,1.25,12,38.46172779355773,-91.91860260990991,Osage County,MO
"Grundy County, IL",65.70040615,1,4,1,27,162,843,8,12,50228,3.71,3.5,1.5365853658536586,50,41.34962683274003,-88.40564846588859,Grundy County,IL
"Clay County, GA",65.68144499,0,0,0,2,2,0,0,0,3045,3.333333333333333,3.5,1.5,12,31.658918348043915,-84.63109919882045,Clay County,GA
"Tioga County, NY",65.68079135,0,0,7,26,148,423,15,0,50243,3.9864864864864864,4.0,1.4482758620689655,37,42.126286554589626,-76.26708229836021,Tioga County,NY
"Hot Spring County, AR",65.67164179,0,5,4,12,39,96,7,2,33500,4.45,4.5,1.8333333333333333,10,34.41520119596646,-93.07490492742537,Hot Spring County,AR
"Hancock County, IN",65.66538596,1,6,16,24,190,536,41,2,71575,3.37,3.5,1.4468085106382982,50,39.80324545903608,-85.77949267068962,Hancock County,IN
"Fluvanna County, VA",65.44250683,0,3,0,14,57,145,7,4,25977,3.5161290322580645,3.5,1.3,31,37.87665052165329,-78.30178897542163,Fluvanna County,VA
"Holmes County, MS",65.11829824,1,0,0,11,15,5,2,0,18428,3.7755102040816326,4.0,1.3461538461538465,49,32.972427597194105,-90.26456853186545,Holmes County,MS
"Meade County, KY",65.04621705,0,3,4,12,111,98,16,1,29210,3.131578947368421,3.5,1.2307692307692308,19,37.98993355402549,-86.17203320995424,Meade County,KY
"Middlesex County, VA",65.04367218,0,4,0,3,19,35,1,0,10762,3.963414634146341,4.0,1.6666666666666667,41,37.62732314498246,-76.50191665116245,Middlesex County,VA
"Grundy County, IA",64.96670456,0,0,0,8,13,57,3,1,12314,3.75,4.0,1.5,8,42.3722146203515,-92.76230900403348,Grundy County,IA
"Chickasaw County, IA",64.92979466,1,1,0,6,28,45,3,0,12321,3.7777777777777777,4.0,1.25,9,43.047881905417626,-92.30389434546473,Chickasaw County,IA
"Miami County, OH",64.77247460000001,1,17,35,13,561,2340,78,20,103439,3.75,4.0,1.6956521739130437,50,40.03539319073354,-84.21846934277497,Miami County,OH
"Carroll County, IN",64.72169670000001,0,3,1,9,95,206,27,0,20086,3.763157894736842,4.5,1.0,19,40.5836149355729,-86.64628642597052,Carroll County,IN
"Matanuska-Susitna Borough, AK",64.08101521,0,4,8,49,77,511,28,8,95192,4.1,4.0,1.8571428571428568,50,62.3531307446454,-150.131561753029,Matanuska-Susitna Borough,AK
"Harrison County, OH",64.01229036,0,5,1,4,61,112,13,0,15622,3.875,4.0,1.1,16,40.329728816946826,-81.03944114241006,Harrison County,OH
"Rowan County, KY",63.75653504,0,6,4,5,66,228,10,1,23527,3.5581395348837215,3.5,1.2571428571428571,43,38.18469356322543,-83.44293873825562,Rowan County,KY
"Moore County, TN",63.48198699,0,0,0,4,20,65,4,0,6301,3.7857142857142856,4.0,1.4444444444444444,14,35.28341255054737,-86.37277263021015,Moore County,TN
"Pike County, OH",63.45401347,3,3,5,7,88,310,19,6,28367,3.5806451612903225,4.0,1.2857142857142858,31,39.07174830118525,-82.79594429498421,Pike County,OH
"Lee County, MS",63.27630654,0,3,7,44,299,464,31,20,85340,4.0,4.0,1.7608695652173914,50,34.275227888517236,-88.71115450356022,Lee County,MS
"Hickman County, KY",63.22444679,0,0,0,2,11,17,4,0,4745,3.2647058823529416,3.5,1.3,17,36.543946387907035,-88.96820247053464,Hickman County,KY
"Wright County, MN",63.04973924,0,12,8,61,233,2016,82,10,128470,3.46,3.5,1.6046511627906976,50,45.20560929639589,-93.86323270429943,Wright County,MN
"Carver County, MN",62.78646324,1,21,7,31,162,901,25,7,95562,3.89,4.0,1.6666666666666667,50,44.847510450449455,-93.73870005970184,Carver County,MN
"Tattnall County, GA",62.68118781,0,2,2,12,129,246,34,0,25526,4.0,4.5,1.4,9,32.070786955089325,-82.09250459666352,Tattnall County,GA
"Throckmorton County, TX",62.5,0,0,0,1,1,4,0,0,1600,4.2,4.5,1.0,5,33.14771088307268,-99.15283719917956,Throckmorton County,TX
"Casey County, KY",62.23937263,0,1,3,4,56,46,4,1,16067,3.4375,3.75,1.3333333333333333,8,37.30987160993765,-84.93453619027143,Casey County,KY
"Windham County, CT",62.07271862,0,11,21,41,194,561,74,8,117604,3.78,4.0,1.5813953488372092,50,41.86709892580215,-71.9428479511388,Windham County,CT
"Amite County, MS",62.02031165,1,0,1,5,1,1,1,0,12899,4.0,4.0,1.5675675675675675,50,31.160447430184018,-90.58810592713728,Amite County,MS
"Newton County, AR",62.00396825,0,5,0,0,12,7,0,0,8064,4.125,4.25,1.2857142857142858,8,36.007455470990145,-93.19065729363001,Newton County,AR
"Antelope County, NE",61.95786865,2,0,0,2,4,10,0,0,6456,4.1,4.0,1.75,5,42.1385401984801,-98.06235746957321,Antelope County,NE
"Waukesha County, WI",61.95362111,4,38,48,154,746,4143,115,2,393843,4.17,4.0,1.7083333333333333,50,43.026569918787544,-88.27738299208168,Waukesha County,WI
"Pike County, GA",61.81164307,0,3,2,6,44,69,1,0,17796,3.966666666666667,4.0,1.3636363636363635,15,33.17588151897153,-84.34732941445795,Pike County,GA
"Dubois County, IN",61.37721017,0,2,0,24,42,210,14,0,42361,3.92,4.0,1.5555555555555556,50,38.38634442724352,-86.93038885106064,Dubois County,IN
"Washington County, RI",60.98575151,1,14,14,48,346,1627,68,10,126259,3.97,4.0,1.8571428571428568,50,41.40044709758981,-71.59101110646719,Washington County,RI
"Scotland County, MO",60.96321886,0,0,0,3,24,57,2,0,4921,4.116666666666666,4.0,1.25,30,40.60780459072117,-92.19063284321798,Scotland County,MO
"De Witt County, IL",60.90133983,0,1,1,8,13,42,0,1,16420,3.5645161290322585,4.0,1.0555555555555556,31,40.163362015974094,-88.94056863224081,De Witt County,IL
"Burt County, NE",60.84575601,0,0,0,4,11,22,2,0,6574,4.209302325581397,4.0,1.4285714285714286,43,41.856818132149336,-96.3842238104515,Burt County,NE
"McDuffie County, GA",60.28286575,1,1,1,10,107,161,15,0,21565,3.2159090909090913,3.5,1.206896551724138,44,33.482609505224005,-82.47287843643161,McDuffie County,GA
"Hudspeth County, TX",60.27727547,0,0,0,2,11,18,1,0,3318,4.11,4.0,1.4285714285714286,50,31.62914056352475,-105.95820643821536,Hudspeth County,TX
"Webster County, MS",60.07810153,0,0,1,5,13,21,1,0,9987,3.807692307692308,4.0,1.3846153846153846,26,33.600200059738306,-89.20370482148165,Webster County,MS
"Lincoln County, WY",59.89980396,0,0,0,11,38,89,4,1,18364,4.1,4.0,1.5833333333333333,50,42.30541523123835,-110.6305807478172,Lincoln County,WY
"Breckinridge County, KY",59.88023952,0,6,1,6,37,26,9,2,20040,3.458333333333333,4.0,1.1111111111111112,12,37.783044910161415,-86.42466920436556,Breckinridge County,KY
"Addison County, VT",59.79723302,0,4,2,16,183,356,17,3,36791,4.06,4.0,1.6969696969696968,50,44.00749227148198,-73.14542416240889,Addison County,VT
"Schoharie County, NY",59.66587112,0,6,1,12,133,333,12,0,31844,3.81,4.0,1.5128205128205128,50,42.649341503997476,-74.41152194513721,Schoharie County,NY
"Treutlen County, GA",59.59475566,0,0,0,4,26,50,0,0,6712,3.6666666666666665,3.75,1.0,6,32.392653461767964,-82.617345038635,Treutlen County,GA
"Ringgold County, IA",59.14826498,0,0,0,3,3,7,0,0,5072,4.083333333333333,4.25,1.0,6,43.16900522873732,-79.30121533179485,Ringgold County,IA
"Garrard County, KY",59.11912504,0,1,1,7,69,82,6,3,16915,3.933333333333333,4.5,1.1111111111111112,15,37.64941982775139,-84.6000450778536,Garrard County,KY
"Lewis County, MO",59.10165485,0,1,1,4,35,80,11,1,10152,4.17,4.25,1.673913043478261,50,39.970163192363714,-91.41431788819521,Lewis County,MO
"Washakie County, WY",59.08070424,0,0,0,5,2,44,1,0,8463,3.85,4.0,1.4705882352941178,50,43.894702312211464,-108.0306667573183,Washakie County,WY
"Custer County, SD",59.04581956,0,1,0,4,8,21,4,0,8468,4.19,4.5,1.75,50,43.85565082219463,-103.42439193975756,Custer County,SD
"Cumberland County, KY",58.918839299999995,0,1,1,2,32,14,4,0,6789,3.7142857142857135,4.0,1.5,7,36.79245969443944,-85.36934149043141,Cumberland County,KY
"Brunswick County, VA",58.91710364,0,1,2,7,56,79,13,1,16973,3.88,4.0,1.574468085106383,50,36.760847615905035,-77.87256728021356,Brunswick County,VA
"Noble County, IN",58.86062645,0,7,2,19,145,486,15,1,47570,4.166666666666667,4.5,1.2,15,41.40976041163477,-85.40567564598624,Noble County,IN
"Orange County, VT",58.79301401,1,7,1,8,192,238,18,10,28915,4.22,4.5,1.8775510204081636,50,43.997196306231956,-72.4561174421243,Orange County,VT
"Hanson County, SD",58.73715125,0,1,0,1,1,2,0,0,3405,3.74,3.5,1.4285714285714286,50,43.70579364920177,-97.9782938170933,Hanson County,SD
"Woodford County, IL",58.56440812,0,3,1,19,66,308,10,1,39273,3.739130434782609,4.0,1.5,23,40.75891615445283,-89.28022926428413,Woodford County,IL
"McCone County, MT",58.51375073,1,0,0,0,0,5,0,1,1709,3.433333333333333,4.0,1.75,15,47.98609975119466,-105.69761807245706,McCone County,MT
"Jackson County, MN",58.47953216,0,0,1,5,14,84,3,0,10260,3.4,4.0,1.0,5,43.68453032548828,-95.1516810259961,Jackson County,MN
"Teton County, ID",58.39416058,0,2,0,4,26,29,1,0,10275,4.346153846153847,4.5,1.761904761904762,26,43.75661007847762,-111.09211393988758,Teton County,ID
"Johnson County, NE",58.32037325,0,0,0,3,1,20,2,0,5144,3.75,4.5,1.0,6,40.4089268053116,-96.23450985667776,Johnson County,NE
"Parke County, IN",58.13277526,0,2,1,7,17,19,1,1,17202,3.675,3.75,1.4166666666666667,20,39.7843750705277,-87.23025126577069,Parke County,IN
"Green Lake County, WI",58.01993776,0,3,1,7,50,270,11,2,18959,3.767441860465116,4.0,1.7241379310344829,43,43.82889720330834,-89.02503737186647,Green Lake County,WI
"Juab County, UT",57.98221879,0,2,0,4,31,141,10,0,10348,4.017857142857143,4.25,1.0769230769230769,28,39.594398301154364,-112.38448711059185,Juab County,UT
"Floyd County, VA",57.95981453,0,2,0,7,29,107,7,2,15528,3.7857142857142856,4.0,1.3333333333333333,21,36.90901907994725,-80.34287387049199,Floyd County,VA
"Somervell County, TX",57.75005775,0,0,0,5,48,58,2,1,8658,3.804878048780488,4.0,1.2692307692307692,41,32.23358851582641,-97.76287930081655,Somervell County,TX
"Sussex County, NJ",57.53739931,5,9,22,48,416,1356,35,3,145992,3.98,4.0,1.7608695652173914,50,41.09157902972279,-74.66614027411742,Sussex County,NJ
"Sagadahoc County, ME",57.12164053,0,6,6,8,142,613,15,5,35013,4.17,4.0,1.8297872340425527,50,43.913643354435855,-69.91253357261687,Sagadahoc County,ME
"Hancock County, MS",57.06008866,4,4,11,7,77,290,17,3,45566,3.5769230769230766,4.0,1.5714285714285714,13,30.37223709072801,-89.47868954678404,Hancock County,MS
"Hardin County, OH",56.88821466,0,4,6,8,268,550,11,5,31641,3.263157894736842,3.0,1.3636363636363635,19,40.64903899973355,-83.60340724341738,Hardin County,OH
"Columbia County, GA",56.861818400000004,1,12,22,42,451,2035,110,11,135416,3.99,4.0,1.5714285714285714,50,33.51619470362916,-82.15584036686334,Columbia County,GA
"Lawrence County, KY",56.76084763,0,1,0,6,56,70,12,1,15856,4.333333333333333,4.5,1.3333333333333333,6,38.08231436131207,-82.63107867185593,Lawrence County,KY
"Spencer County, KY",56.69898509,0,4,2,4,53,87,7,1,17637,3.575,3.75,1.2727272727272727,20,38.05525144136481,-85.34005052144042,Spencer County,KY
"Russell County, KY",56.33168094,0,2,3,5,49,96,12,1,17752,3.53125,3.75,1.2666666666666666,32,37.01873796951882,-85.05924477638527,Russell County,KY
"Powell County, KY",56.02689291,0,1,1,4,85,84,8,0,12494,3.3571428571428568,4.0,1.2307692307692308,21,37.842063034614704,-83.85180695443368,Powell County,KY
"Harney County, OR",55.97537084,1,0,0,3,48,126,5,2,7146,3.7647058823529416,4.0,1.5217391304347827,34,43.43097414594462,-119.05156172431101,Harney County,OR
"Bedford County, VA",55.85392052,1,8,2,28,231,515,41,2,69825,3.4125,3.5,1.25,40,37.339245541736005,-79.52199150394782,Bedford County,VA
"Sarpy County, NE",55.51257596,1,37,22,34,331,2046,210,12,169331,4.08,4.0,1.5,50,41.1569417497095,-96.06719972987696,Sarpy County,NE
"Harrison County, IA",55.43621371,0,0,0,8,33,115,15,1,14431,4.12,4.0,1.4722222222222223,50,41.58223000295217,-95.95085200708073,Harrison County,IA
"Copiah County, MS",55.32312161,1,0,1,14,50,66,6,2,28921,3.625,4.0,1.1,20,31.871712521758514,-90.39921947156841,Copiah County,MS
"Tillamook County, OR",55.29881108,0,5,2,7,137,382,17,5,25317,4.5,4.75,1.3333333333333333,6,45.46788227543607,-123.67111757671249,Tillamook County,OR
"Lafayette County, AR",55.15719801,0,1,0,3,30,32,0,1,7252,3.86,4.0,1.6538461538461535,50,33.250471081853306,-93.49172456588379,Lafayette County,AR
"Anderson County, KY",55.01811013,0,3,3,6,57,97,13,1,21811,3.3235294117647056,3.5,1.2413793103448276,34,38.043687360874316,-84.9243356715085,Anderson County,KY
"Jackson County, WV",54.83583522,0,1,2,13,49,179,16,1,29178,3.34375,3.5,1.24,32,38.81120189586762,-81.71463145795062,Jackson County,WV
"DeKalb County, MO",54.51713396,0,0,0,7,25,45,11,0,12840,3.55,3.5,1.25,30,39.77310440073725,-94.27718810731264,DeKalb County,MO
"Grant Parish, LA",54.47117567,0,1,0,11,77,176,6,1,22030,4.13,4.0,1.7659574468085106,50,31.309329742595487,-92.46942797282557,Grant Parish,LA
"Coshocton County, OH",54.40696409,0,0,5,15,301,611,11,3,36760,3.5,3.5,1.1363636363636365,40,40.28917399445977,-81.85803796678599,Coshocton County,OH
"Ransom County, ND",54.38723713,1,0,0,2,21,35,6,0,5516,4.366666666666666,4.5,1.1666666666666667,15,46.48556422809959,-97.66961694291916,Ransom County,ND
"Tippah County, MS",54.33798225,0,0,1,11,53,46,5,0,22084,3.125,3.0,1.0,16,34.735816474595595,-88.93868445099571,Tippah County,MS
"Dearborn County, IN",54.10387945,2,2,6,17,64,502,8,0,49904,3.85,4.0,1.4390243902439024,50,39.0991305389973,-84.87219892807475,Dearborn County,IN
"Hancock County, IA",54.08328826,0,0,0,6,17,15,0,0,11094,3.9444444444444446,4.5,1.3333333333333333,9,43.10128496293176,-93.69165188578717,Hancock County,IA
"Chaffee County, CO",54.02485143,0,2,0,8,48,221,4,1,18510,3.5882352941176467,3.5,1.2,17,38.82219787492528,-106.14136582299852,Chaffee County,CO
"Crittenden County, KY",54.02485143,0,1,1,3,27,73,5,0,9255,3.2857142857142856,3.25,1.25,14,37.334576574450026,-88.07867008493673,Crittenden County,KY
"Ozaukee County, WI",53.989477799999996,0,1,6,40,165,727,14,1,87054,4.08,4.0,1.7391304347826086,50,43.3400722779957,-87.93320218250395,Ozaukee County,WI
"Waldo County, ME",53.92912173,1,4,2,14,231,444,27,6,38940,3.6666666666666665,4.0,1.25,12,44.443410410584995,-69.05918150654199,Waldo County,ME
"Oliver County, ND",53.36179296,0,0,0,1,0,1,1,0,1874,4.15,4.0,1.8297872340425527,50,46.83207814041007,-100.81782759115688,Oliver County,ND
"Powhatan County, VA",53.08043455,0,1,2,12,67,164,8,1,28259,3.5769230769230766,4.0,1.4482758620689655,39,37.53014884765476,-77.8257650635459,Powhatan County,VA
"Edwards County, TX",53.07855626,0,0,0,1,6,18,2,0,1884,4.25,4.0,1.5135135135135136,50,29.85271322873896,-100.1710113132378,Edwards County,TX
"McCook County, SD",53.05978069,0,1,0,2,11,25,3,0,5654,3.333333333333333,3.75,1.5,6,43.7025306200841,-97.37058178612877,McCook County,SD
"Taylor County, WV",53.02539327,0,0,2,7,14,28,4,0,16973,3.760869565217391,4.0,1.2352941176470589,23,39.36344309779905,-80.05476402116433,Taylor County,WV
"Marinette County, WI",52.87190579,1,8,10,3,462,568,49,8,41610,4.0,4.0,1.2,10,45.35520481245478,-88.00812169512541,Marinette County,WI
"Fillmore County, MN",52.79577634,0,3,1,7,42,72,7,1,20835,3.975,4.0,1.5,20,43.73015523692276,-92.05126602233584,Fillmore County,MN
"Lamar County, MS",52.72019183,1,6,11,14,461,544,24,1,58801,3.928571428571429,4.0,1.25,21,31.19725620979857,-89.41332196939501,Lamar County,MS
"Knox County, IN",52.69536808,0,5,7,9,217,676,62,1,37954,3.8,4.0,1.5405405405405406,50,38.676982268569546,-87.51687534825241,Knox County,IN
"Pearl River County, MS",52.65833818,0,3,9,17,141,346,23,4,55072,3.684210526315789,3.5,1.3125,19,30.823667099912306,-89.53593813843084,Pearl River County,MS
"Grant County, KY",52.5188866,0,2,4,7,95,160,16,1,24753,3.462962962962963,4.0,1.2105263157894737,27,38.679726188399854,-84.60068157854728,Grant County,KY
"Clinton County, OH",52.44963643,0,7,4,11,133,764,15,2,41945,3.467391304347826,3.5,1.4516129032258065,46,39.41983178502778,-83.82998388091454,Clinton County,OH
"Cache County, UT",52.17733451,0,19,4,38,374,1497,68,7,116909,4.0,4.0,1.4375,50,41.73871648532279,-111.83297571227362,Cache County,UT
"Plymouth County, IA",52.0895941,2,3,0,8,52,173,13,4,24957,3.641025641025641,4.0,1.36,39,42.78349669213693,-96.17912782400822,Plymouth County,IA
"Cass County, IN",51.99802408,0,7,5,8,224,986,56,2,38463,3.84,4.0,1.3428571428571427,50,40.74845700749865,-86.35117997109732,Cass County,IN
"Paulding County, OH",51.93725979,0,3,1,6,63,120,0,1,19254,3.4375,3.5,1.4,8,41.145860062895274,-84.57987656932879,Paulding County,OH
"Greene County, IN",51.85930875,2,5,0,10,45,334,18,0,32781,3.3461538461538463,3.5,1.4444444444444444,13,33.043247089846005,-86.91750465195051,Greene County,IN
"Sullivan County, IN",51.83056118,3,1,0,7,64,252,17,0,21223,3.6666666666666665,4.0,1.4545454545454546,21,39.101711526129215,-87.41525757065574,Sullivan County,IN
"George County, MS",51.815708799999996,2,1,1,8,41,106,4,0,23159,3.2962962962962963,3.5,1.2608695652173914,27,30.90285616221153,-88.57001248794643,George County,MS
"Deuel County, NE",51.62622612,0,0,0,1,5,21,0,0,1937,4.088235294117647,4.0,1.25,17,41.13963652800396,-102.29130157243564,Deuel County,NE
"Mercer County, OH",51.4907807,1,9,1,10,133,548,11,8,40784,3.591836734693877,3.5,1.372093023255814,49,40.535809152119924,-84.56878073680065,Mercer County,OH
"Gilliam County, OR",51.36106831,0,0,0,1,5,9,2,1,1947,4.12,4.5,1.4242424242424243,50,45.661464816382285,-120.35873197123095,Gilliam County,OR
"Armstrong County, TX",51.30836326,0,0,0,1,14,11,3,0,1949,3.1486486486486487,3.5,1.3333333333333333,37,35.176958764662054,-101.61835000778788,Armstrong County,TX
"Leake County, MS",51.30616957,0,0,3,9,17,30,1,0,23389,3.3529411764705883,3.5,1.0833333333333333,17,32.73377325538066,-89.54037282339745,Leake County,MS
"Lewis County, ID",51.25576627,0,0,0,2,11,16,5,0,3902,3.8,4.5,3.0,5,46.20360610587516,-116.259158395579,Lewis County,ID
"Stewart County, GA",51.12474438,0,0,1,2,16,4,0,0,5868,3.95,4.0,1.4146341463414631,50,32.18927407632646,-84.95829520523702,Stewart County,GA
"Steele County, ND",51.02040816,0,1,0,0,5,1,1,0,1960,3.5769230769230766,3.5,1.6666666666666667,13,47.47918960188244,-97.7388281216982,Steele County,ND
"Lake of the Woods County, MN",50.903537799999995,0,1,0,1,7,8,0,1,3929,3.3823529411764706,3.5,1.5555555555555556,17,48.92468323797475,-94.81497050902723,Lake of the Woods County,MN
